Date,DJIA_Open,DJIA_High,DJIA_Low,DJIA_Close,DJIA_Volume,NDX_Open,NDX_High,NDX_Low,NDX_Close,NDX_Volume,VIXY_Open,VIXY_High,VIXY_Low,VIXY_Close,VIXY_Volume,SPY_Open,SPY_High,SPY_Low,SPY_Close,SPY_Volume,XLK_Open,XLK_High,XLK_Low,XLK_Close,XLK_Volume,QQQ_Open,QQQ_High,QQQ_Low,QQQ_Close,QQQ_Volume,GOOG_Open,GOOG_High,GOOG_Low,GOOG_Close,GOOG_Volume,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Volume,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Volume,META_Open,META_High,META_Low,META_Close,META_Volume,NFLX_Open,NFLX_High,NFLX_Low,NFLX_Close,NFLX_Volume
2022-05-03 00:00:00-04:00,22.370367648306342,22.370367648306342,22.125535484272895,22.198078155517578,16000,13045.349609375,13178.740234375,12982.7001953125,13089.900390625,4547280000,20.020000457763672,20.239999771118164,19.049999237060547,19.1200008392334,18188900,408.0958529802805,411.9505281248433,406.4733183308743,409.4430236816406,100028200,142.10266737284343,143.24106651376158,141.05335718626986,142.3699493408203,13734900,316.07153175801807,318.7211871235392,313.570756914801,316.38909912109375,78185500,116.76499938964844,119.30000305175781,116.62699890136719,118.12950134277344,21216000,157.19772090174914,159.74231904214014,155.3787532789666,158.51971435546875,88966500,281.20132507113567,281.36968682137314,277.42834157263513,279.0425109863281,25978600,210.4499969482422,214.89999389648438,208.08999633789062,212.02999877929688,41556300,198.2899932861328,203.1999969482422,194.77000427246094,199.8699951171875,11839400
2022-05-04 00:00:00-04:00,22.43384665856709,22.78749203388038,22.216218602254756,22.705883026123047,54900,13110.2998046875,13556.669921875,12887.5302734375,13535.7099609375,5498050000,18.8700008392334,19.149999618530273,17.229999542236328,17.3700008392334,21021400,410.1313223671411,422.5017530053057,406.8174722705639,421.9117431640625,144247900,142.92429849112392,147.63630051843592,140.55839618742908,147.3690185546875,14325200,316.87533389600577,327.77162487992985,311.4966770813182,327.0868835449219,116083400,118.00350189208984,123.14299774169922,115.7385025024414,122.57499694824219,33232000,158.70858413730792,165.4775769530988,158.30104921245848,165.02035522460938,108256500,279.844591741949,288.05406159882614,274.0415370352247,287.1628112792969,33599300,210.64999389648438,224.3000030517578,206.9600067138672,223.41000366210938,41375900,197.64999389648438,204.3800048828125,191.00999450683594,204.00999450683594,12218800
2022-05-05 00:00:00-04:00,22.76935463283517,22.76935463283517,21.944181047096173,22.2071475982666,45800,13344.7900390625,13344.7900390625,12710.58984375,12850.5498046875,5308920000,17.829999923706055,20.899999618530273,17.68000030517578,20.450000762939453,31633600,417.476892168298,417.91940707356474,402.6186424764974,406.91583251953125,172929100,145.20111149198638,145.37930452090723,138.6082715208025,140.28123474121094,18221100,322.6906532009635,322.7700298906515,307.2592008569346,310.6134338378906,154607400,120.22049713134766,121.2332534790039,115.18250274658203,116.74649810791016,43090000,162.86343698354142,163.09204786717407,154.01701631696497,155.82606506347656,130525300,282.76598458370535,283.5681130081364,271.6747806042375,274.6555480957031,43260400,218.74000549316406,220.1699981689453,206.16000366210938,208.27999877929688,41129200,200.4499969482422,200.7100067138672,186.0,188.32000732421875,13971300
2022-05-06 00:00:00-04:00,22.306895407320273,22.306895407320273,21.8226722035571,22.062063217163086,55500,12776.8603515625,12926.580078125,12522.76953125,12693.5302734375,5324480000,20.75,21.899999618530273,20.100000381469727,20.18000030517578,26025100,404.25100755694,407.88934689942846,398.9704775047165,404.48699951171875,151770800,139.00421327325432,141.3800243317049,137.06398343570908,139.1527099609375,17431100,308.5790787527011,312.68749630857764,302.78358096782966,306.89202880859375,139572800,115.51899719238281,117.49849700927734,114.14299774169922,115.66000366210938,35310000,155.29845587683994,158.7128200499041,153.47680041487448,156.5626678466797,116124600,272.14018361367545,276.5370508688118,268.63456670028927,272.06097412109375,37780300,207.33999633789062,209.3800048828125,201.02000427246094,203.77000427246094,34747200,186.75,187.2100067138672,175.80999755859375,180.97000122070312,17185500
2022-05-09 00:00:00-04:00,22.189012123810237,22.189012123810237,21.681213378906254,21.68121337890625,33100,12465.91015625,12542.3203125,12136.1904296875,12187.7197265625,5939140000,21.06999969482422,22.0,20.84000015258789,21.790000915527344,23696400,398.35094484059505,399.6391175321337,389.8942168589743,391.5364074707031,155586100,136.63833329478197,137.5193594072967,133.1538189049165,133.767578125,20562300,301.1660603318976,306.99129836937243,293.46521848187007,294.8843078613281,113387300,113.30349731445312,115.56289672851562,112.55149841308594,113.08399963378906,34520000,154.22339130095347,155.11929571384945,150.79909313781306,151.36648559570312,131577900,267.4363550027104,269.71399833183335,260.76184401503986,262.00958251953125,47726000,199.83999633789062,202.57000732421875,195.5800018310547,196.2100067138672,36303200,177.66000366210938,183.1999969482422,172.3000030517578,173.10000610351562,14031300
2022-05-10 00:00:00-04:00,22.189010665614973,22.189010665614973,21.49078808583979,21.60866928100586,51600,12496.83984375,12537.8896484375,12173.4697265625,12345.8603515625,6218260000,20.739999771118164,21.899999618530273,20.6299991607666,21.06999969482422,14041100,397.7510993851795,399.31460603969015,388.2422204848094,392.4410705566406,132497200,136.9551012139315,137.72723570654162,133.7873529207231,135.80679321289062,18185200,302.188204149702,303.4286732412694,294.3087420572751,298.466796875,124124600,116.04049682617188,116.69100189208984,113.38330078125,114.58450317382812,31158000,154.8107011158029,156.02513809593762,152.23250216927008,153.8052978515625,115366700,269.0505319707068,271.09051663711915,262.4948501571778,266.8818054199219,39336400,199.50999450683594,202.9600067138672,194.19000244140625,197.64999389648438,34452500,176.00999450683594,181.8699951171875,170.57000732421875,177.66000366210938,13883900
2022-05-11 00:00:00-04:00,21.80816061127906,21.951433381232913,21.47718456620049,21.490787506103516,32900,12240.2099609375,12470.8896484375,11939.08984375,11967.5595703125,6152370000,21.139999389648438,21.3700008392334,20.0,20.8799991607666,18655800,391.43807034728013,397.30860998806145,385.42984873399064,386.2066955566406,142361000,134.57930400649533,137.13329340372212,131.11459216687638,131.5204620361328,17390900,296.16445903076595,301.77137289013694,288.73157842574415,289.6147766113281,140326100,113.71050262451172,116.6709976196289,113.6500015258789,113.96099853515625,36502000,152.79990681202338,154.7410100822197,145.144977454166,145.8318328857422,142689800,263.0988734246651,268.72368415658224,256.78085120475237,258.0187072753906,48975900,196.3300018310547,200.6699981689453,188.27000427246094,188.74000549316406,31153400,176.08999633789062,180.9199981689453,165.5500030517578,166.3699951171875,12665500
2022-05-12 00:00:00-04:00,21.37290485344815,21.49985409711547,21.09180221551892,21.354768753051758,12300,11790.1298828125,12128.73046875,11692.1201171875,11945.5,6679470000,21.25,21.719999313354492,20.399999618530273,20.510000228881836,16240700,382.8829771822445,389.20584430050354,378.7332824154219,385.8034973144531,125090800,129.57031949614887,132.05500733861845,127.13511545180037,130.16427612304688,18253300,285.25828338404796,293.4949860084527,282.7674117659814,288.9300537109375,120910900,111.93800354003906,114.85649871826172,110.1135025024414,113.16100311279297,41464000,142.11885420628667,145.53320326022177,138.16695949591633,141.90980529785156,182602000,255.18654120154306,257.35526774487283,247.59105715011825,252.86927795410156,51033800,187.05999755859375,198.0500030517578,184.77999877929688,191.24000549316406,38262200,163.9600067138672,177.5800018310547,162.7100067138672,174.30999755859375,17662100
2022-05-13 00:00:00-04:00,21.527061329597355,21.717486951914044,21.517993278100946,21.626808166503906,26600,12125.9296875,12429.2802734375,12069.1298828125,12387.400390625,5894020000,19.780000686645508,19.989999771118164,19.18000030517578,19.18000030517578,10099600,390.10074050117294,396.4629504822785,389.0190606726329,395.02728271484375,104174400,131.93621467258282,135.15344682754363,131.08488494430313,134.49020385742188,12247700,293.4652115688153,300.6897022125598,291.83770161415225,299.6377868652344,83684900,114.84549713134766,118.08499908447266,114.0,116.5155029296875,29738000,143.930560441247,147.42456200094043,142.45731457424003,146.43907165527344,113990900,254.8498577630545,260.48458198482325,252.86928770889608,258.5832214355469,34925100,192.5800018310547,199.88999938964844,191.27999877929688,198.6199951171875,24549800,177.16000366210938,187.77000427246094,176.00999450683594,187.63999938964844,13136300
2022-05-16 00:00:00-04:00,21.83536908856971,21.898843722183365,21.635877135847647,21.771894454956055,11800,12297.0703125,12395.509765625,12196.2099609375,12243.580078125,4930250000,19.06999969482422,19.229999542236328,18.3700008392334,18.389999389648438,9027100,393.3162244786673,397.2397402834228,390.975871188411,393.42437744140625,78622400,133.37159350606916,135.09405556122954,132.16389283031486,133.30230712890625,8711700,297.86141235288113,299.9553397879954,294.86445013001094,296.1644592285156,59190400,115.38400268554688,116.60749816894531,114.33499908447266,114.7925033569336,23282000,144.88618481663863,146.84720133994506,143.52242272544947,144.876220703125,86643800,257.4344559551803,263.2375412250212,253.2950722970902,258.9595031738281,32550900,197.0500030517578,205.3699951171875,195.92999267578125,200.0399932861328,27112600,193.3000030517578,195.88999938964844,185.6999969482422,186.50999450683594,16145000
